step	cost_avg	cost_best	solution_best
0   	    -940491   	    166.629	{ map[15] = Complex(-2341.216979, -404.135323);  }
1   	    -839476   	    166.629	{ map[15] = Complex(-2341.216979, -404.135323);  }
2   	    -675951   	    188.205	{ map[585] = Complex(-2603.209431, 141.099453);  }
3   	    -502424   	    188.205	{ map[585] = Complex(-2603.209431, 141.099453);  }
4   	    -356901   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
5   	    -300891   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
6   	    -280887   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
7   	    -233377   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
8   	    -188869   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
9   	    -142359   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
10   	    -104352   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
11   	   -71344.1   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
12   	   -43837.3   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
13   	   -36833.1   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
14   	   -22826.9   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
15   	   -15822.2   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
16   	   -13319.4   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
17   	   -10817.4   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
18   	   -8315.69   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
19   	   -6814.55   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
20   	   -4813.32   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
21   	   -3812.77   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
22   	   -3312.37   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
23   	    -2811.8   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
24   	    -1811.5   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
25   	   -1311.24   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
26   	   -1811.27   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
27   	   -1811.25   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
28   	    -2311.4   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
29   	   -1811.29   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
30   	    189.231   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
31   	    189.374   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
32   	     189.42   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
33   	    189.452   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
34   	    189.491   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
35   	    189.539   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
36   	    189.609   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
37   	    189.705   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
38   	     189.71   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
39   	    189.765   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
40   	     189.82   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
41   	    189.888   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
42   	    189.915   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
43   	    189.959   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
44   	    189.979   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
45   	    190.006   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
46   	    190.035   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
47   	    190.068   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
48   	    190.105   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
49   	    190.139   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
50   	    190.168   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
51   	    190.188   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
52   	     190.21   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
53   	     190.23   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
54   	    190.249   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
55   	    190.269   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
56   	     190.29   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
57   	    190.309   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
58   	    190.322   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
59   	    190.336   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
60   	    190.347   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
61   	    190.356   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
62   	    190.365   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
63   	    190.373   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
64   	    190.377   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
65   	    190.382   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
66   	    190.385   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
67   	    190.389   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
68   	    190.392   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
69   	    190.396   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
70   	    190.402   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
71   	    190.409   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
72   	    190.414   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
73   	     190.42   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
74   	    190.424   	    190.763	{ map[398] = Complex(-1812.717003, 95.954874);  }
