step	cost_avg	cost_best	solution_best
0   	    39.7249   	    245.325	{ map[640] = Complex(-1020.728592, -1276.904578);  }
1   	    71.4947   	    245.325	{ map[640] = Complex(-1020.728592, -1276.904578);  }
2   	    109.546   	    245.498	{ map[4994] = Complex(-1596.089242, 71.464391);  }
3   	    147.356   	    245.872	{ map[641] = Complex(-906.298721, -1366.949413);  }
4   	    169.794   	    245.881	{ map[5329] = Complex(-1432.734402, -754.030184);  }
5   	    190.594   	    245.956	{ map[5324] = Complex(-1475.017002, -594.900014);  }
6   	    199.234   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
7   	    208.479   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
8   	    216.565   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
9   	    222.396   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
10   	    228.019   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
11   	    232.382   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
12   	    235.271   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
13   	    237.572   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
14   	    240.578   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
15   	    241.826   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
16   	    242.544   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
17   	    243.758   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
18   	    244.196   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
19   	    244.241   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
20   	    244.745   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
21   	    245.227   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
22   	    245.337   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
23   	    245.512   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
24   	    245.665   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
25   	    245.746   	    267.612	{ map[7629] = Complex(1673.518969, -10.258853);  }
26   	    245.854   	    267.616	{ map[5429] = Complex(-1400.830326, -754.545497);  }
27   	    245.923   	    267.616	{ map[5429] = Complex(-1400.830326, -754.545497);  }
28   	    245.942   	    267.616	{ map[5429] = Complex(-1400.830326, -754.545497);  }
0   	    134.777   	    293.463	{ map[5429] = Complex(-1400.830326, -754.545497); map[18135] = Complex(-397.939707, -445.103841);  }
1   	    162.473   	    293.463	{ map[5429] = Complex(-1400.830326, -754.545497); map[18135] = Complex(-397.939707, -445.103841);  }
2   	    183.435   	    293.971	{ map[5429] = Complex(-1400.830326, -754.545497); map[17852] = Complex(-508.975055, -232.724274);  }
3   	    203.922   	    293.971	{ map[5429] = Complex(-1400.830326, -754.545497); map[17852] = Complex(-508.975055, -232.724274);  }
4   	    224.648   	    293.971	{ map[5429] = Complex(-1400.830326, -754.545497); map[17852] = Complex(-508.975055, -232.724274);  }
5   	    234.777   	    293.971	{ map[5429] = Complex(-1400.830326, -754.545497); map[17852] = Complex(-508.975055, -232.724274);  }
6   	    248.841   	    293.971	{ map[5429] = Complex(-1400.830326, -754.545497); map[17852] = Complex(-508.975055, -232.724274);  }
7   	    262.455   	    293.971	{ map[5429] = Complex(-1400.830326, -754.545497); map[17852] = Complex(-508.975055, -232.724274);  }
8   	     270.48   	    293.976	{ map[5429] = Complex(-1400.830326, -754.545497); map[17866] = Complex(-516.511183, -220.004789);  }
9   	    278.068   	    293.976	{ map[5429] = Complex(-1400.830326, -754.545497); map[17866] = Complex(-516.511183, -220.004789);  }
10   	    282.435   	    311.065	{ map[5429] = Complex(-1400.830326, -754.545497); map[17729] = Complex(-533.797751, -147.890794);  }
11   	    284.406   	    311.987	{ map[5429] = Complex(-1400.830326, -754.545497); map[17473] = Complex(-557.053407, -306.830004);  }
12   	    286.675   	    318.481	{ map[5429] = Complex(-1400.830326, -754.545497); map[18825] = Complex(-151.394358, -739.002083);  }
13   	     288.48   	    318.481	{ map[5429] = Complex(-1400.830326, -754.545497); map[18825] = Complex(-151.394358, -739.002083);  }
14   	    289.426   	     321.02	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234);  }
15   	    290.438   	     321.02	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234);  }
0   	    158.649   	    340.503	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[35640] = Complex(-447.837258, 486.185592);  }
1   	    181.285   	    340.736	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[35089] = Complex(-463.206019, 578.940503);  }
2   	    206.256   	    340.736	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[35089] = Complex(-463.206019, 578.940503);  }
0   	    161.812   	    339.347	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[34065] = Complex(644.256822, 932.454818);  }
0   	    151.882   	    334.858	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[35582] = Complex(370.352021, 820.203919);  }
1   	    174.356   	    335.558	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[34014] = Complex(-372.207567, 767.787097);  }
2   	    203.886   	    336.352	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[36104] = Complex(-358.487826, 474.594576);  }
3   	    233.341   	    336.352	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[36104] = Complex(-358.487826, 474.594576);  }
4   	    258.479   	    336.352	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[36104] = Complex(-358.487826, 474.594576);  }
5   	    276.973   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
6   	    292.492   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
7   	     303.89   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
8   	     310.68   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
9   	    316.048   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
10   	    322.027   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
11   	    325.925   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
12   	    327.757   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
13   	    329.097   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
14   	    331.695   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
15   	    332.984   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
16   	    334.139   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
17   	    334.279   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
18   	    335.267   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
19   	    335.693   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
20   	    335.782   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
21   	    335.885   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
22   	    335.969   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
23   	        336   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
24   	    336.057   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
25   	    336.108   	    375.759	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409);  }
0   	    288.965   	    379.868	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[49643] = Complex(-315.545924, -370.277143);  }
1   	    301.687   	    380.044	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[51716] = Complex(-265.567743, -144.812456);  }
2   	    316.398   	    380.327	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[47919] = Complex(38.045323, -80.165103);  }
3   	    326.439   	    380.449	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[48604] = Complex(-59.630643, -92.852234);  }
4   	    339.605   	    380.474	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[48394] = Complex(44.216193, -85.319761);  }
5   	    346.369   	    380.484	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[49886] = Complex(-0.181630, -94.787092);  }
6   	     354.99   	    380.484	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[49886] = Complex(-0.181630, -94.787092);  }
7   	    360.223   	    415.374	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[53602] = Complex(-169.367021, -740.430699);  }
8   	    366.462   	    415.374	{ map[5429] = Complex(-1400.830326, -754.545497); map[17854] = Complex(-560.947697, -126.406234); map[29089] = Complex(2144.285036, 715.305409); map[53602] = Complex(-169.367021, -740.430699);  }
