step	cost_avg	cost_best	solution_best
0   	   -66998.7   	    93.6536	{ map[0] = Complex(-2434.771895, 4285.414251);  }
1   	   -45995.9   	    93.6536	{ map[0] = Complex(-2434.771895, 4285.414251);  }
2   	   -34992.1   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
3   	   -36986.4   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
4   	   -34978.8   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
5   	   -32968.3   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
6   	   -30957.6   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
7   	   -20950.1   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
8   	   -15942.6   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
9   	   -17935.2   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
10   	   -8933.08   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
11   	   -7929.69   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
12   	   -11928.9   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
13   	   -16927.6   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
14   	   -7925.69   	      95.87	{ map[0] = Complex(-2095.285337, 4993.832733);  }
15   	   -8921.76   	    95.9319	{ map[0] = Complex(-1577.530340, 5583.714991);  }
16   	   -7919.43   	    95.9319	{ map[0] = Complex(-1577.530340, 5583.714991);  }
17   	   -5918.72   	    95.9319	{ map[0] = Complex(-1577.530340, 5583.714991);  }
18   	   -2917.78   	    95.9319	{ map[0] = Complex(-1577.530340, 5583.714991);  }
19   	   -1916.65   	    95.9319	{ map[0] = Complex(-1577.530340, 5583.714991);  }
20   	    83.5141   	    95.9319	{ map[0] = Complex(-1577.530340, 5583.714991);  }
21   	     83.591   	    95.9319	{ map[0] = Complex(-1577.530340, 5583.714991);  }
22   	    84.0335   	    95.9562	{ map[0] = Complex(-1581.938840, 5581.453442);  }
23   	    83.9442   	    95.9562	{ map[0] = Complex(-1581.938840, 5581.453442);  }
24   	    85.1719   	    95.9562	{ map[0] = Complex(-1581.938840, 5581.453442);  }
25   	    86.3728   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
26   	    88.6476   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
27   	    89.6029   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
28   	    89.3502   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
29   	    89.5495   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
30   	    89.9934   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
31   	    90.3659   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
32   	     90.747   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
33   	    91.8281   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
34   	    92.0188   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
35   	    92.5051   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
36   	    93.2596   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
37   	    94.4092   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
38   	    94.4125   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
39   	    95.0081   	    95.9629	{ map[0] = Complex(-1586.124930, 5577.728126);  }
40   	    94.9866   	    95.9675	{ map[0] = Complex(-1591.701127, 5572.313741);  }
41   	    94.7539   	    95.9675	{ map[0] = Complex(-1591.701127, 5572.313741);  }
42   	    94.5422   	    95.9806	{ map[0] = Complex(-1590.366540, 5574.985243);  }
43   	    94.7543   	    95.9806	{ map[0] = Complex(-1590.366540, 5574.985243);  }
44   	    95.2142   	    95.9806	{ map[0] = Complex(-1590.366540, 5574.985243);  }
45   	    95.0015   	    95.9913	{ map[0] = Complex(-1598.000050, 5568.039744);  }
46   	    95.0116   	    95.9954	{ map[0] = Complex(-1591.528825, 5575.216019);  }
47   	    95.2345   	    95.9954	{ map[0] = Complex(-1591.528825, 5575.216019);  }
48   	    95.2965   	    95.9954	{ map[0] = Complex(-1591.528825, 5575.216019);  }
49   	     95.214   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
50   	    95.2118   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
51   	    95.1871   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
52   	    95.1568   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
53   	    95.3605   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
54   	    95.3984   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
55   	    95.4027   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
56   	    95.4008   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
57   	    95.4457   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
58   	    95.4206   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
59   	    95.3108   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
60   	    95.2735   	    95.9998	{ map[0] = Complex(-1629.274104, 5535.881281);  }
61   	    95.3419   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
62   	    95.3698   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
63   	    95.3796   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
64   	    95.4384   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
65   	    95.6587   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
66   	    95.7467   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
67   	    95.7108   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
68   	    95.6841   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
69   	    95.7052   	         96	{ map[0] = Complex(-1636.207730, 5528.542513);  }
70   	    95.6779   	         96	{ map[0] = Complex(-1620.849302, 5544.800156);  }
71   	    95.5198   	         96	{ map[0] = Complex(-1620.849302, 5544.800156);  }
72   	    95.5004   	         96	{ map[0] = Complex(-1620.849302, 5544.800156);  }
73   	    95.5072   	         96	{ map[0] = Complex(-1620.849302, 5544.800156);  }
74   	    95.5962   	         96	{ map[0] = Complex(-1620.849302, 5544.800156);  }
75   	    95.5729   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
76   	    95.5776   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
77   	    95.5197   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
78   	    95.4854   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
79   	    95.5576   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
80   	    95.4525   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
81   	    95.4913   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
82   	    95.3972   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
83   	    95.3346   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
84   	    95.3235   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
85   	    95.3481   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
86   	    95.3676   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
87   	    95.5062   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
88   	     95.557   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
89   	    95.6505   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
90   	    95.7777   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
91   	    95.7991   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
92   	    95.8184   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
93   	    95.7663   	         96	{ map[0] = Complex(-1622.111672, 5543.459675);  }
94   	    95.8487   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
95   	    95.8549   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
96   	    95.8602   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
97   	    95.9233   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
98   	    95.9985   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
99   	    95.9984   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
100   	    95.9987   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
101   	    95.9988   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
102   	    95.9989   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
103   	    95.9988   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
104   	    95.9987   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
105   	    95.9989   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
106   	     95.999   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
107   	    95.9991   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
108   	    95.9994   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
109   	    95.9993   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
110   	    95.9994   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
111   	    95.9994   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
112   	    95.9993   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
113   	    95.9996   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
114   	    95.9996   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
115   	    95.9998   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
116   	    95.9998   	         96	{ map[0] = Complex(-1634.655539, 5530.182060);  }
117   	    95.9998   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
118   	    95.9998   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
119   	    95.9998   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
120   	    95.9997   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
121   	    95.9997   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
122   	    95.9998   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
123   	    95.9998   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
124   	    95.9999   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
125   	         96   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
126   	         96   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
127   	         96   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
128   	         96   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
129   	         96   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
130   	         96   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
131   	         96   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
132   	         96   	         96	{ map[0] = Complex(-1634.658656, 5530.178999);  }
