step	cost_avg	cost_best	solution_best
0   	    -325264   	    305.121	{ map[106] = Complex(-392.574347, -2441.118340);  }
1   	    -299814   	    305.769	{ map[52] = Complex(-1340.275509, -2808.435935);  }
2   	    -256001   	    306.851	{ map[31] = Complex(-2566.370423, -3731.995925);  }
3   	    -214527   	    316.963	{ map[156] = Complex(-2807.037945, -4450.695929);  }
4   	    -162096   	    317.044	{ map[106] = Complex(-2191.180342, -3852.064817);  }
5   	    -120870   	    319.264	{ map[123] = Complex(-2359.327407, -4036.854191);  }
6   	    -115707   	    339.683	{ map[107] = Complex(-2085.704974, -3819.378464);  }
7   	   -86104.7   	    339.683	{ map[107] = Complex(-2085.704974, -3819.378464);  }
8   	     -73455   	    369.999	{ map[50] = Complex(-2229.588154, -3615.663284);  }
9   	   -61774.1   	    375.103	{ map[51] = Complex(-1461.592376, -3355.026222);  }
10   	     -51160   	    375.103	{ map[51] = Complex(-1461.592376, -3355.026222);  }
11   	   -43010.2   	    375.103	{ map[51] = Complex(-1461.592376, -3355.026222);  }
12   	   -33425.9   	    375.103	{ map[51] = Complex(-1461.601357, -3355.011514);  }
13   	   -24371.7   	    375.103	{ map[51] = Complex(-1461.601357, -3355.011514);  }
14   	   -17797.5   	    375.103	{ map[51] = Complex(-1461.601357, -3355.011514);  }
15   	   -9766.95   	    375.103	{ map[51] = Complex(-1461.601357, -3355.011514);  }
16   	      -4205   	    375.103	{ map[51] = Complex(-1461.601357, -3355.011514);  }
17   	   -658.479   	    375.103	{ map[51] = Complex(-1461.601357, -3355.011514);  }
18   	   -1657.73   	    375.103	{ map[51] = Complex(-1461.601357, -3355.011514);  }
19   	   -1148.17   	    375.103	{ map[51] = Complex(-1461.601357, -3355.011514);  }
20   	   -1139.69   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
21   	   -642.863   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
22   	   -646.815   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
23   	   -155.342   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
24   	    -628.68   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
25   	   -1128.09   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
26   	   -627.684   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
27   	   -627.356   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
28   	   -627.277   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
29   	   -627.109   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
30   	   -627.015   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
31   	   -1127.09   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
32   	   -1627.15   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
33   	   -1126.91   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
34   	   -126.386   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
35   	    373.838   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
36   	    373.997   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
37   	    374.124   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
38   	    374.204   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
39   	    374.275   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
40   	    374.351   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
41   	    374.433   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
42   	    374.518   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
43   	      374.6   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
44   	    374.661   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
45   	      374.7   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
46   	    374.742   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
47   	    374.774   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
48   	    374.807   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
49   	    374.842   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
50   	    374.867   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
51   	    374.891   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
52   	    374.914   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
53   	    374.936   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
54   	    374.957   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
55   	    374.978   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
56   	    375.001   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
57   	    375.033   	     377.33	{ map[40] = Complex(-1129.389068, -3175.462472);  }
