step	cost_avg	cost_best	solution_best
0   	    -172996   	    92.0351	{ map[0] = Complex(5449.647840, -2837.648044);  }
1   	    -138991   	    92.5623	{ map[0] = Complex(4758.321166, -3251.525102);  }
2   	    -137986   	    93.8605	{ map[1] = Complex(1303.100984, -4093.876347);  }
3   	    -135978   	     94.701	{ map[0] = Complex(6125.383896, -2610.602215);  }
4   	   -90967.4   	    96.3277	{ map[1] = Complex(6482.655726, -2478.824238);  }
5   	   -80956.7   	    96.3277	{ map[1] = Complex(6482.655726, -2478.824238);  }
6   	   -64946.8   	    96.3277	{ map[1] = Complex(6482.655726, -2478.824238);  }
7   	   -64940.8   	    96.3277	{ map[1] = Complex(6482.655726, -2478.824238);  }
8   	   -47936.8   	    96.3277	{ map[1] = Complex(6482.655726, -2478.824238);  }
9   	   -32933.1   	    96.3277	{ map[1] = Complex(6482.655726, -2478.824238);  }
10   	   -30930.8   	    96.3277	{ map[1] = Complex(6482.655726, -2478.824238);  }
11   	   -19925.9   	    96.3387	{ map[0] = Complex(6480.127298, -2478.725611);  }
12   	   -23924.5   	    96.3769	{ map[0] = Complex(6454.598273, -2503.501159);  }
13   	   -21922.6   	    96.5274	{ map[0] = Complex(6266.453244, -2669.272392);  }
14   	     -19922   	    96.5274	{ map[0] = Complex(6266.453244, -2669.272392);  }
15   	   -24919.9   	    96.9114	{ map[0] = Complex(6540.688029, -2481.705129);  }
16   	   -15916.7   	    96.9114	{ map[0] = Complex(6540.688029, -2481.705129);  }
17   	    -8913.5   	    96.9187	{ map[0] = Complex(6359.788714, -2632.341239);  }
18   	   -11912.1   	    96.9187	{ map[0] = Complex(6359.788714, -2632.341239);  }
19   	   -7910.48   	    96.9187	{ map[0] = Complex(6359.788714, -2632.341239);  }
20   	   -5909.03   	    96.9187	{ map[0] = Complex(6359.788714, -2632.341239);  }
21   	   -7907.86   	    96.9657	{ map[0] = Complex(6362.168625, -2634.928153);  }
22   	   -6907.48   	    96.9659	{ map[0] = Complex(6362.221362, -2634.882860);  }
23   	   -4906.01   	    96.9659	{ map[0] = Complex(6362.221362, -2634.882860);  }
24   	   -4905.83   	     96.984	{ map[0] = Complex(6362.966882, -2636.049753);  }
25   	   -905.676   	     96.984	{ map[0] = Complex(6362.966882, -2636.049753);  }
26   	   -905.804   	    96.9922	{ map[0] = Complex(6451.634459, -2564.278851);  }
27   	    95.1675   	    96.9968	{ map[0] = Complex(6403.605764, -2604.266528);  }
28   	    95.5547   	    96.9979	{ map[0] = Complex(6417.300885, -2593.084201);  }
29   	    95.8273   	    96.9985	{ map[0] = Complex(6413.064249, -2596.722382);  }
30   	    96.1856   	    96.9994	{ map[0] = Complex(6400.576358, -2606.990374);  }
31   	    96.3173   	    96.9994	{ map[0] = Complex(6400.576358, -2606.990374);  }
32   	    96.2586   	    96.9999	{ map[0] = Complex(6400.057046, -2607.416821);  }
33   	     96.672   	    96.9999	{ map[0] = Complex(6400.057046, -2607.416821);  }
34   	    96.4892   	    96.9999	{ map[0] = Complex(6400.057046, -2607.416821);  }
35   	    96.4156   	    96.9999	{ map[0] = Complex(6400.057046, -2607.416821);  }
36   	    96.6272   	    96.9999	{ map[0] = Complex(6400.057046, -2607.416821);  }
37   	    96.6371   	         97	{ map[0] = Complex(6387.647606, -2617.544789);  }
38   	    96.6384   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
39   	    96.7482   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
40   	    96.7548   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
41   	    96.8701   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
42   	    96.9767   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
43   	    96.9804   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
44   	    96.9812   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
45   	    96.9842   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
46   	    96.9897   	         97	{ map[0] = Complex(6415.538049, -2594.797666);  }
47   	    96.9932   	         97	{ map[0] = Complex(6397.961745, -2609.104657);  }
48   	    96.9945   	         97	{ map[0] = Complex(6397.961745, -2609.104657);  }
49   	    96.9944   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
50   	    96.9958   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
51   	    96.9965   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
52   	    96.9958   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
53   	    96.9967   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
54   	    96.9966   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
55   	    96.9954   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
56   	     96.998   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
57   	    96.9985   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
58   	    96.9986   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
59   	    96.9988   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
60   	     96.999   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
61   	    96.9988   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
62   	    96.9993   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
63   	    96.9994   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
64   	    96.9994   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
65   	    96.9995   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
66   	    96.9995   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
67   	    96.9995   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
68   	    96.9994   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
69   	    96.9993   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
70   	    96.9995   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
71   	    96.9994   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
72   	    96.9994   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
73   	    96.9996   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
74   	    96.9994   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
75   	    96.9996   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
76   	    96.9997   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
77   	    96.9996   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
78   	    96.9996   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
79   	    96.9995   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
80   	    96.9996   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
81   	    96.9996   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
82   	    96.9997   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
83   	    96.9998   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
84   	    96.9998   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
85   	    96.9998   	         97	{ map[0] = Complex(6416.389037, -2594.007120);  }
86   	    96.9999   	         97	{ map[0] = Complex(6401.567304, -2606.158048);  }
87   	    96.9999   	         97	{ map[0] = Complex(6401.567304, -2606.158048);  }
88   	         97   	         97	{ map[0] = Complex(6401.567304, -2606.158048);  }
89   	         97   	         97	{ map[0] = Complex(6401.567304, -2606.158048);  }
90   	         97   	         97	{ map[0] = Complex(6401.567304, -2606.158048);  }
