step	cost_avg	cost_best	solution_best
0   	     102.88   	    244.861	{ map[1235] = Complex(-279.673288, -875.818254);  }
1   	     120.98   	    245.822	{ map[308] = Complex(99.013061, -837.117882);  }
2   	    139.984   	    245.822	{ map[308] = Complex(99.013061, -837.117882);  }
3   	    166.481   	    246.164	{ map[3886] = Complex(-1154.199919, 668.150691);  }
4   	    186.728   	    246.164	{ map[3886] = Complex(-1154.199919, 668.150691);  }
5   	     200.49   	    246.585	{ map[1853] = Complex(-645.730614, 562.511885);  }
6   	    210.786   	    246.585	{ map[1853] = Complex(-645.730614, 562.511885);  }
7   	    218.554   	    246.585	{ map[1853] = Complex(-645.730614, 562.511885);  }
8   	    224.503   	    246.585	{ map[1853] = Complex(-645.730614, 562.511885);  }
9   	    228.711   	    246.585	{ map[1853] = Complex(-645.730614, 562.511885);  }
10   	    232.814   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
11   	     235.32   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
12   	    237.996   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
13   	    239.693   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
14   	    240.572   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
15   	    241.393   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
16   	    242.016   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
17   	    242.458   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
18   	    242.832   	     246.99	{ map[2195] = Complex(-501.932622, 650.947628);  }
19   	    243.046   	    247.015	{ map[2600] = Complex(-313.016920, 740.586563);  }
20   	    243.148   	    247.015	{ map[2600] = Complex(-313.016920, 740.586563);  }
21   	    243.528   	    247.184	{ map[2192] = Complex(-480.275572, 684.004973);  }
22   	    243.903   	    247.184	{ map[2192] = Complex(-480.275572, 684.004973);  }
23   	    244.121   	    247.287	{ map[1941] = Complex(-606.110890, 489.949192);  }
24   	    244.292   	    247.287	{ map[1941] = Complex(-606.110890, 489.949192);  }
25   	    244.454   	    247.287	{ map[1941] = Complex(-606.110890, 489.949192);  }
26   	    244.586   	    247.287	{ map[1941] = Complex(-606.110890, 489.949192);  }
27   	    244.737   	    247.287	{ map[1941] = Complex(-606.110890, 489.949192);  }
28   	     244.85   	    247.287	{ map[1941] = Complex(-606.110890, 489.949192);  }
{ map[2149] = Complex(-1589.544942, 1284.147312);  }0   	    139.286   	    289.043	{ map[2149] = Complex(-1589.544942, 1284.147312); map[14678] = Complex(337.034385, 1224.403803);  }
1   	    157.102   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
2   	    179.494   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
3   	    205.528   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
4   	    223.404   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
5   	    236.478   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
6   	    251.002   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
7   	    258.575   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
8   	    265.397   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
9   	    270.622   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
10   	    275.119   	    293.428	{ map[2149] = Complex(-1589.544942, 1284.147312); map[15608] = Complex(-142.352810, 203.295331);  }
