step	cost_avg	cost_best	solution_best
0   	    -840480   	    154.769	{ map[5586] = Complex(2431.304932, 544.204180);  }
1   	    -689962   	    154.769	{ map[5586] = Complex(2431.304932, 544.204180);  }
2   	    -549943   	    154.769	{ map[5586] = Complex(2431.304932, 544.204180);  }
3   	    -394423   	    154.769	{ map[5586] = Complex(2431.304932, 544.204180);  }
4   	    -262904   	    154.769	{ map[5586] = Complex(2431.304932, 544.204180);  }
5   	    -209896   	    154.769	{ map[5586] = Complex(2431.304932, 544.204180);  }
6   	    -163888   	    154.769	{ map[5586] = Complex(2431.304932, 544.204180);  }
7   	    -128881   	    155.544	{ map[4447] = Complex(2941.703319, -588.786663);  }
8   	    -101876   	    155.544	{ map[4447] = Complex(2941.703319, -588.786663);  }
9   	   -88872.3   	    158.073	{ map[4543] = Complex(3043.012273, -705.304627);  }
10   	   -67367.6   	    158.073	{ map[4543] = Complex(3043.012273, -705.304627);  }
11   	   -47363.3   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
12   	   -30359.3   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
13   	     -16856   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
14   	   -12854.1   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
15   	   -10352.6   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
16   	   -8351.32   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
17   	   -7350.45   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
18   	   -5349.36   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
19   	   -3848.52   	    159.586	{ map[4843] = Complex(2804.960287, -602.856405);  }
20   	    -3347.9   	    160.535	{ map[4553] = Complex(2845.101553, -570.069833);  }
21   	   -1347.02   	    160.535	{ map[4553] = Complex(2845.101553, -570.069833);  }
22   	   -2346.75   	    160.535	{ map[4553] = Complex(2845.101553, -570.069833);  }
23   	   -1346.25   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
24   	   -345.808   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
25   	    154.507   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
26   	    154.726   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
27   	    154.941   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
28   	    155.162   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
29   	    155.412   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
30   	    155.686   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
31   	    155.936   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
32   	    156.114   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
33   	    156.236   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
34   	    156.302   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
35   	    156.348   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
36   	    156.372   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
37   	    156.384   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
38   	     156.39   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
39   	    156.401   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
40   	     156.41   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
41   	    156.419   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
42   	    156.431   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
43   	    156.457   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
44   	    156.493   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
45   	    156.545   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
46   	     156.59   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
47   	    156.654   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
48   	    156.753   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
49   	    156.863   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
50   	    156.976   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
51   	    157.061   	    165.476	{ map[4459] = Complex(2836.164850, -563.013124);  }
52   	    157.135   	    181.551	{ map[4637] = Complex(2668.039227, -481.170651);  }
53   	    157.198   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
54   	    157.262   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
55   	    157.367   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
56   	    157.523   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
57   	    157.729   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
58   	    157.986   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
59   	    158.261   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
60   	    158.559   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
61   	    158.783   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
62   	    158.934   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
63   	    159.068   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
64   	    159.172   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
65   	    159.258   	    181.771	{ map[4541] = Complex(2734.854638, -524.792155);  }
