step	cost_avg	cost_best	solution_best
0   	    21.2939   	    96.5655	{ map[2] = Complex(-3279.540828, -2833.389324);  }
1   	    37.9613   	    96.6074	{ map[26] = Complex(-2321.190995, -3304.437993);  }
2   	    51.1648   	    96.9712	{ map[16] = Complex(2710.949456, -3202.613317);  }
3   	    60.8849   	    96.9712	{ map[16] = Complex(2710.949456, -3202.613317);  }
4   	    69.1877   	    96.9916	{ map[48] = Complex(-3262.035673, -2829.883479);  }
5   	    77.3191   	    96.9937	{ map[63] = Complex(3285.027845, -2958.891721);  }
6   	    82.4746   	     96.994	{ map[6] = Complex(-2582.896617, -3242.910197);  }
7   	    88.2106   	     96.994	{ map[6] = Complex(-2582.896617, -3242.910197);  }
8   	    90.7673   	     96.994	{ map[6] = Complex(-2582.896617, -3242.910197);  }
9   	    92.3607   	     96.994	{ map[6] = Complex(-2582.896617, -3242.910197);  }
10   	    92.9122   	    96.9969	{ map[81] = Complex(-2743.889131, -3095.435498);  }
11   	    94.0325   	     96.998	{ map[73] = Complex(-2780.679725, -3083.401451);  }
12   	    94.6771   	     96.998	{ map[73] = Complex(-2780.679725, -3083.401451);  }
13   	    95.5967   	    96.9995	{ map[76] = Complex(-3013.491584, -2950.100168);  }
14   	    96.0079   	    96.9999	{ map[72] = Complex(-2919.664459, -3008.321650);  }
15   	    96.4419   	    96.9999	{ map[72] = Complex(-2919.664459, -3008.321650);  }
16   	    96.6099   	    96.9999	{ map[72] = Complex(-2919.664459, -3008.321650);  }
17   	    96.7861   	    96.9999	{ map[72] = Complex(-2919.664459, -3008.321650);  }
18   	    96.9324   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
19   	      96.94   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
20   	    96.9807   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
21   	    96.9921   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
22   	     96.995   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
23   	    96.9956   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
24   	     96.996   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
25   	    96.9968   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
26   	    96.9976   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
27   	    96.9983   	         97	{ map[70] = Complex(-2818.574967, -3066.126216);  }
28   	    96.9988   	         97	{ map[85] = Complex(-2762.168746, -3082.323259);  }
29   	     96.999   	         97	{ map[85] = Complex(-2762.168746, -3082.323259);  }
30   	    96.9993   	         97	{ map[85] = Complex(-2762.168746, -3082.323259);  }
31   	    96.9994   	         97	{ map[85] = Complex(-2762.168746, -3082.323259);  }
32   	    96.9996   	         97	{ map[76] = Complex(-3013.525242, -2950.134196);  }
33   	    96.9996   	         97	{ map[76] = Complex(-3013.521708, -2950.137184);  }
34   	    96.9997   	         97	{ map[76] = Complex(-3013.525542, -2950.134897);  }
35   	    96.9998   	         97	{ map[76] = Complex(-3013.525542, -2950.134897);  }
36   	    96.9998   	         97	{ map[76] = Complex(-3013.524653, -2950.135482);  }
37   	    96.9999   	         97	{ map[76] = Complex(-3013.522458, -2950.136827);  }
38   	    96.9999   	         97	{ map[76] = Complex(-3013.522458, -2950.136827);  }
39   	    96.9999   	         97	{ map[76] = Complex(-3013.522458, -2950.136827);  }
40   	    96.9999   	         97	{ map[76] = Complex(-3013.522458, -2950.136827);  }
41   	         97   	         97	{ map[76] = Complex(-3013.520706, -2950.137905);  }
42   	         97   	         97	{ map[76] = Complex(-3013.520706, -2950.137905);  }
43   	         97   	         97	{ map[76] = Complex(-3013.520706, -2950.137905);  }
44   	         97   	         97	{ map[76] = Complex(-3013.524715, -2950.135449);  }
45   	         97   	         97	{ map[76] = Complex(-3013.524715, -2950.135449);  }
46   	         97   	         97	{ map[76] = Complex(-3013.524538, -2950.135557);  }
47   	         97   	         97	{ map[76] = Complex(-3013.524589, -2950.135526);  }
48   	         97   	         97	{ map[76] = Complex(-3013.524589, -2950.135526);  }
49   	         97   	         97	{ map[76] = Complex(-3013.524589, -2950.135526);  }
50   	         97   	         97	{ map[76] = Complex(-3013.524589, -2950.135526);  }
51   	         97   	         97	{ map[76] = Complex(-3013.524883, -2950.135346);  }
52   	         97   	         97	{ map[76] = Complex(-3013.524912, -2950.135329);  }
